date,time,water_level_HOBO
8/8/2022,0:00,18.026
8/8/2022,0:08,18.743
8/8/2022,0:16,19.341
8/8/2022,0:24,19.951
8/8/2022,0:32,20.496
8/8/2022,0:40,21.002
8/8/2022,0:48,21.51
8/8/2022,0:56,21.984
8/8/2022,1:04,22.467
8/8/2022,1:12,22.952
8/8/2022,1:20,23.394
8/8/2022,1:28,23.833
8/8/2022,1:36,24.285
8/8/2022,1:44,24.693
8/8/2022,1:52,25.154
8/8/2022,2:00,25.586
8/8/2022,2:08,25.967
8/8/2022,2:16,26.349
8/8/2022,2:24,26.632
8/8/2022,2:32,26.895
8/8/2022,2:40,27.085
8/8/2022,2:48,27.267
8/8/2022,2:56,27.373
8/8/2022,3:04,27.394
8/8/2022,3:12,27.395
8/8/2022,3:20,27.346
8/8/2022,3:28,27.199
8/8/2022,3:36,26.969
8/8/2022,3:44,26.719
8/8/2022,3:52,26.394
8/8/2022,4:00,25.951
8/8/2022,4:08,25.447
8/8/2022,4:16,24.941
8/8/2022,4:24,24.373
8/8/2022,4:32,23.708
8/8/2022,4:40,23.035
8/8/2022,4:48,22.329
8/8/2022,4:56,21.591
8/8/2022,5:04,20.855
8/8/2022,5:12,20.096
8/8/2022,5:20,19.338
8/8/2022,5:28,18.549
8/8/2022,5:36,17.77
8/8/2022,5:44,17.004
8/8/2022,5:52,16.257
8/8/2022,6:00,15.521
8/8/2022,6:08,14.804
8/8/2022,6:16,14.086
8/8/2022,6:24,13.403
8/8/2022,6:32,12.77
8/8/2022,6:40,12.147
8/8/2022,6:48,11.526
8/8/2022,6:56,10.969
8/8/2022,7:04,10.376
8/8/2022,7:12,9.782
8/8/2022,7:20,9.282
8/8/2022,7:28,8.687
8/8/2022,7:36,8.14
8/8/2022,7:44,7.622
8/8/2022,7:52,7.061
8/8/2022,8:00,6.481
8/8/2022,8:08,5.923
8/8/2022,8:16,5.398
8/8/2022,8:24,4.849
8/8/2022,8:32,4.286
8/8/2022,8:40,3.867
8/8/2022,8:48,3.4
8/8/2022,8:56,2.798
8/8/2022,9:04,2.314
8/8/2022,9:12,1.899
8/8/2022,9:20,1.501
8/8/2022,9:28,1.08
8/8/2022,9:36,0.62
8/8/2022,9:44,0.402
8/8/2022,9:52,0.19
8/8/2022,10:00,0.197
8/8/2022,10:08,0.196
8/8/2022,10:16,0.189
8/8/2022,10:24,0.2
8/8/2022,10:32,0.225
8/8/2022,10:40,0.248
8/8/2022,10:48,0.26
8/8/2022,10:56,0.261
8/8/2022,11:04,0.25
8/8/2022,11:12,0.26
8/8/2022,11:20,0.249
8/8/2022,11:28,0.27
8/8/2022,11:36,0.974
8/8/2022,11:44,2.541
8/8/2022,11:52,4.056
8/8/2022,12:00,5.612
8/8/2022,12:08,6.72
8/8/2022,12:16,7.784
8/8/2022,12:24,8.706
8/8/2022,12:32,9.57
8/8/2022,12:40,10.432
8/8/2022,12:48,11.204
8/8/2022,12:56,11.92
8/8/2022,13:04,12.458
8/8/2022,13:12,13.156
8/8/2022,13:20,13.881
8/8/2022,13:28,14.586
8/8/2022,13:36,15.328
8/8/2022,13:44,15.927
8/8/2022,13:52,16.565
8/8/2022,14:00,17.265
8/8/2022,14:08,17.872
8/8/2022,14:16,18.491
8/8/2022,14:24,19.102
8/8/2022,14:32,19.704
8/8/2022,14:40,20.206
8/8/2022,14:48,20.712
8/8/2022,14:56,21.187
8/8/2022,15:04,21.637
8/8/2022,15:12,22.109
8/8/2022,15:20,22.572
8/8/2022,15:28,22.937
8/8/2022,15:36,23.349
8/8/2022,15:44,23.749
8/8/2022,15:52,24.117
8/8/2022,16:00,24.497
8/8/2022,16:08,24.792
8/8/2022,16:16,25.065
8/8/2022,16:24,25.318
8/8/2022,16:32,25.473
8/8/2022,16:40,25.589
8/8/2022,16:48,25.674
8/8/2022,16:56,25.727
8/8/2022,17:04,25.653
8/8/2022,17:12,25.559
8/8/2022,17:20,25.455
8/8/2022,17:28,25.277
8/8/2022,17:36,25.035
8/8/2022,17:44,24.73
8/8/2022,17:52,24.394
8/8/2022,18:00,23.949
8/8/2022,18:08,23.444
8/8/2022,18:16,22.874
8/8/2022,18:24,22.267
8/8/2022,18:32,21.605
8/8/2022,18:40,20.913
8/8/2022,18:48,20.185
8/8/2022,18:56,19.472
8/8/2022,19:04,18.724
8/8/2022,19:12,18.02
8/8/2022,19:20,17.307
8/8/2022,19:28,16.562
8/8/2022,19:36,15.849
8/8/2022,19:44,15.155
8/8/2022,19:52,14.504
8/8/2022,20:00,13.851
8/8/2022,20:08,13.232
8/8/2022,20:16,12.643
8/8/2022,20:24,12.072
8/8/2022,20:32,11.505
8/8/2022,20:40,10.928
8/8/2022,20:48,10.389
8/8/2022,20:56,9.893
8/8/2022,21:04,9.43
8/8/2022,21:12,9.028
8/8/2022,21:20,8.489
8/8/2022,21:28,8.089
8/8/2022,21:36,7.615
8/8/2022,21:44,7.299
8/8/2022,21:52,6.856
8/8/2022,22:00,6.477
8/8/2022,22:08,6.117
8/8/2022,22:16,5.772
8/8/2022,22:24,5.421
8/8/2022,22:32,5.212
8/8/2022,22:40,5.077
8/8/2022,22:48,4.898
8/8/2022,22:56,4.797
8/8/2022,23:04,4.936
8/8/2022,23:12,5.2
8/8/2022,23:20,5.722
8/8/2022,23:28,6.298
8/8/2022,23:36,7.246
8/8/2022,23:44,8.282
8/8/2022,23:52,9.313
8/9/2022,0:00,10.25
8/9/2022,0:08,11.137
8/9/2022,0:16,12
8/9/2022,0:24,12.894
8/9/2022,0:32,13.825
8/9/2022,0:40,14.67
8/9/2022,0:48,15.439
8/9/2022,0:56,16.228
8/9/2022,1:04,17.05
8/9/2022,1:12,17.755
8/9/2022,1:20,18.461
8/9/2022,1:28,19.217
8/9/2022,1:36,19.844
8/9/2022,1:44,20.476
8/9/2022,1:52,21.055
8/9/2022,2:00,21.612
8/9/2022,2:08,22.138
8/9/2022,2:16,22.619
8/9/2022,2:24,23.208
8/9/2022,2:32,23.712
8/9/2022,2:40,24.153
8/9/2022,2:48,24.628
8/9/2022,2:56,25.084
8/9/2022,3:04,25.555
8/9/2022,3:12,25.998
8/9/2022,3:20,26.451
8/9/2022,3:28,26.86
8/9/2022,3:36,27.238
8/9/2022,3:44,27.534
8/9/2022,3:52,27.783
8/9/2022,4:00,27.982
8/9/2022,4:08,28.14
8/9/2022,4:16,28.183
8/9/2022,4:24,28.196
8/9/2022,4:32,28.101
8/9/2022,4:40,27.945
8/9/2022,4:48,27.716
8/9/2022,4:56,27.444
8/9/2022,5:04,27.055
8/9/2022,5:12,26.635
8/9/2022,5:20,26.145
8/9/2022,5:28,25.62
8/9/2022,5:36,24.999
8/9/2022,5:44,24.347
8/9/2022,5:52,23.654
8/9/2022,6:00,22.926
8/9/2022,6:08,22.159
8/9/2022,6:16,21.424
8/9/2022,6:24,20.647
8/9/2022,6:32,19.827
8/9/2022,6:40,19.047
8/9/2022,6:48,18.236
8/9/2022,6:56,17.418
8/9/2022,7:04,16.626
8/9/2022,7:12,15.89
8/9/2022,7:20,15.121
8/9/2022,7:28,14.446
8/9/2022,7:36,13.634
8/9/2022,7:44,12.959
8/9/2022,7:52,12.143
8/9/2022,8:00,11.631
8/9/2022,8:08,11.032
8/9/2022,8:16,10.354
8/9/2022,8:24,9.796
8/9/2022,8:32,9.207
8/9/2022,8:40,8.506
8/9/2022,8:48,7.926
8/9/2022,8:56,7.684
8/9/2022,9:04,7.032
8/9/2022,9:12,6.491
8/9/2022,9:20,5.949
8/9/2022,9:28,5.353
8/9/2022,9:36,4.854
8/9/2022,9:44,4.265
8/9/2022,9:52,3.889
8/9/2022,10:00,3.112
8/9/2022,10:08,2.68
8/9/2022,10:16,2.27
8/9/2022,10:24,1.723
8/9/2022,10:32,1.635
8/9/2022,10:40,0.663
8/9/2022,10:48,0.344
8/9/2022,10:56,0.29
8/9/2022,11:04,0.296
8/9/2022,11:12,0.276
8/9/2022,11:20,0.223
8/9/2022,11:28,0.235
8/9/2022,11:36,0.226
8/9/2022,11:44,0.238
8/9/2022,11:52,0.275
8/9/2022,12:00,0.187
8/9/2022,12:08,0.129
8/9/2022,12:16,0.12
8/9/2022,12:24,0.121
8/9/2022,12:32,0.098
8/9/2022,12:40,0.119
8/9/2022,12:48,0.097
8/9/2022,12:56,0.812
8/9/2022,13:04,3.123
8/9/2022,13:12,4.918
8/9/2022,13:20,6.256
8/9/2022,13:28,7.357
8/9/2022,13:36,8.341
8/9/2022,13:44,9.424
8/9/2022,13:52,10.504
8/9/2022,14:00,11.553
8/9/2022,14:08,12.446
8/9/2022,14:16,13.035
8/9/2022,14:24,13.752
8/9/2022,14:32,14.579
8/9/2022,14:40,15.253
8/9/2022,14:48,16.072
8/9/2022,14:56,16.894
8/9/2022,15:04,17.515
8/9/2022,15:12,18.395
8/9/2022,15:20,19.144
8/9/2022,15:28,19.626
8/9/2022,15:36,20.194
8/9/2022,15:44,20.762
8/9/2022,15:52,21.349
8/9/2022,16:00,21.929
8/9/2022,16:08,22.419
8/9/2022,16:16,22.989
8/9/2022,16:24,23.482
8/9/2022,16:32,23.945
8/9/2022,16:40,24.354
8/9/2022,16:48,24.777
8/9/2022,16:56,25.258
8/9/2022,17:04,25.71
8/9/2022,17:12,26.104
8/9/2022,17:20,26.472
8/9/2022,17:28,26.799
8/9/2022,17:36,26.998
8/9/2022,17:44,27.124
8/9/2022,17:52,27.241
8/9/2022,18:00,27.261
8/9/2022,18:08,27.244
8/9/2022,18:16,27.14
8/9/2022,18:24,26.951
8/9/2022,18:32,26.718
8/9/2022,18:40,26.379
8/9/2022,18:48,25.978
8/9/2022,18:56,25.517
8/9/2022,19:04,24.96
8/9/2022,19:12,24.352
8/9/2022,19:20,23.669
8/9/2022,19:28,22.932
8/9/2022,19:36,22.141
8/9/2022,19:44,21.343
8/9/2022,19:52,20.588
8/9/2022,20:00,19.702
8/9/2022,20:08,18.859
8/9/2022,20:16,18.049
8/9/2022,20:24,17.387
8/9/2022,20:32,16.595
8/9/2022,20:40,15.821
8/9/2022,20:48,15.087
8/9/2022,20:56,14.311
8/9/2022,21:04,13.396
8/9/2022,21:12,12.647
8/9/2022,21:20,11.939
8/9/2022,21:28,11.226
8/9/2022,21:36,10.543
8/9/2022,21:44,9.931
8/9/2022,21:52,9.893
8/9/2022,22:00,8.777
8/9/2022,22:08,8.239
8/9/2022,22:16,7.705
8/9/2022,22:24,7.354
8/9/2022,22:32,6.668
8/9/2022,22:40,6.119
8/9/2022,22:48,5.647
8/9/2022,22:56,5.238
8/9/2022,23:04,4.722
8/9/2022,23:12,4.465
8/9/2022,23:20,3.792
8/9/2022,23:28,3.583
8/9/2022,23:36,3.207
8/9/2022,23:44,2.847
8/9/2022,23:52,2.654
8/24/2022,0:00,4.635
8/24/2022,0:08,4.539
8/24/2022,0:16,4.492
8/24/2022,0:24,4.668
8/24/2022,0:32,4.926
8/24/2022,0:40,5.411
8/24/2022,0:48,6.008
8/24/2022,0:56,6.738
8/24/2022,1:04,7.593
8/24/2022,1:12,8.445
8/24/2022,1:20,9.278
8/24/2022,1:28,10.112
8/24/2022,1:36,10.975
8/24/2022,1:44,11.786
8/24/2022,1:52,12.618
8/24/2022,2:00,13.483
8/24/2022,2:08,14.221
8/24/2022,2:16,14.888
8/24/2022,2:24,15.649
8/24/2022,2:32,16.409
8/24/2022,2:40,17.127
8/24/2022,2:48,17.768
8/24/2022,2:56,18.431
8/24/2022,3:04,19.095
8/24/2022,3:12,19.706
8/24/2022,3:20,20.231
8/24/2022,3:28,20.705
8/24/2022,3:36,21.19
8/24/2022,3:44,21.631
8/24/2022,3:52,22.053
8/24/2022,4:00,22.527
8/24/2022,4:08,22.874
8/24/2022,4:16,23.224
8/24/2022,4:24,23.592
8/24/2022,4:32,23.93
8/24/2022,4:40,24.283
8/24/2022,4:48,24.556
8/24/2022,4:56,24.852
8/24/2022,5:04,25.052
8/24/2022,5:12,25.19
8/24/2022,5:20,25.285
8/24/2022,5:28,25.316
8/24/2022,5:36,25.337
8/24/2022,5:44,25.296
8/24/2022,5:52,25.168
8/24/2022,6:00,25.022
8/24/2022,6:08,24.788
8/24/2022,6:16,24.506
8/24/2022,6:24,24.125
8/24/2022,6:32,23.705
8/24/2022,6:40,23.201
8/24/2022,6:48,22.665
8/24/2022,6:56,22.024
8/24/2022,7:04,21.376
8/24/2022,7:12,20.704
8/24/2022,7:20,19.979
8/24/2022,7:28,19.262
8/24/2022,7:36,18.508
8/24/2022,7:44,17.75
8/24/2022,7:52,16.978
8/24/2022,8:00,16.188
8/24/2022,8:08,15.433
8/24/2022,8:16,14.663
8/24/2022,8:24,14.526
8/24/2022,8:32,13.132
8/24/2022,8:40,12.575
8/24/2022,8:48,12.063
8/24/2022,8:56,11.19
8/24/2022,9:04,10.437
8/24/2022,9:12,9.872
8/24/2022,9:20,9.472
8/24/2022,9:28,8.66
8/24/2022,9:36,8.213
8/24/2022,9:44,7.683
8/24/2022,9:52,7.044
8/24/2022,10:00,6.432
8/24/2022,10:08,5.94
8/24/2022,10:16,5.416
8/24/2022,10:24,4.903
8/24/2022,10:32,4.468
8/24/2022,10:40,3.756
8/24/2022,10:48,3.257
8/24/2022,10:56,2.814
8/24/2022,11:04,2.292
8/24/2022,11:12,1.859
8/24/2022,11:20,1.542
8/24/2022,11:28,0.955
8/24/2022,11:36,0.604
8/24/2022,11:44,0.323
8/24/2022,11:52,0.302
8/24/2022,12:00,0.31
8/24/2022,12:08,0.269
8/24/2022,12:16,0.214
8/24/2022,12:24,0.194
8/24/2022,12:32,0.087
8/24/2022,12:40,0.07
8/24/2022,12:48,0.038
8/24/2022,12:56,0.017
8/24/2022,13:04,0.017
8/24/2022,13:12,0.052
8/24/2022,13:20,0.061
8/24/2022,13:28,0.348
8/24/2022,13:36,1.701
8/24/2022,13:44,3.648
8/24/2022,13:52,5.176
8/24/2022,14:00,6.505
8/24/2022,14:08,7.706
8/24/2022,14:16,8.576
8/24/2022,14:24,9.285
8/24/2022,14:32,10.151
8/24/2022,14:40,11.048
8/24/2022,14:48,11.817
8/24/2022,14:56,12.53
8/24/2022,15:04,13.426
8/24/2022,15:12,14.246
8/24/2022,15:20,15.013
8/24/2022,15:28,15.793
8/24/2022,15:36,16.534
8/24/2022,15:44,17.143
8/24/2022,15:52,17.806
8/24/2022,16:00,18.5
8/24/2022,16:08,19.15
8/24/2022,16:16,19.771
8/24/2022,16:24,20.355
8/24/2022,16:32,20.904
8/24/2022,16:40,21.463
8/24/2022,16:48,21.988
8/24/2022,16:56,22.547
8/24/2022,17:04,23.042
8/24/2022,17:12,23.46
8/24/2022,17:20,23.934
8/24/2022,17:28,24.335
8/24/2022,17:36,24.798
8/24/2022,17:44,25.206
8/24/2022,17:52,25.573
8/24/2022,18:00,25.907
8/24/2022,18:08,26.169
8/24/2022,18:16,26.38
8/24/2022,18:24,26.492
8/24/2022,18:32,26.592
8/24/2022,18:40,26.694
8/24/2022,18:48,26.641
8/24/2022,18:56,26.505
8/24/2022,19:04,26.368
8/24/2022,19:12,26.188
8/24/2022,19:20,25.935
8/24/2022,19:28,25.642
8/24/2022,19:36,25.275
8/24/2022,19:44,24.834
8/24/2022,19:52,24.321
8/24/2022,20:00,23.741
8/24/2022,20:08,23.097
8/24/2022,20:16,22.415
8/24/2022,20:24,21.681
8/24/2022,20:32,20.89
8/24/2022,20:40,20.103
8/24/2022,20:48,19.325
8/24/2022,20:56,18.55
8/24/2022,21:04,17.771
8/24/2022,21:12,17.015
8/24/2022,21:20,16.227
8/24/2022,21:28,15.484
8/24/2022,21:36,14.738
8/24/2022,21:44,14.002
8/24/2022,21:52,13.316
8/24/2022,22:00,12.598
8/24/2022,22:08,11.944
8/24/2022,22:16,11.312
8/24/2022,22:24,10.784
8/24/2022,22:32,10.111
8/24/2022,22:40,9.668
8/24/2022,22:48,8.96
8/24/2022,22:56,8.52
8/24/2022,23:04,8.024
8/24/2022,23:12,7.476
8/24/2022,23:20,7.035
8/24/2022,23:28,6.574
8/24/2022,23:36,6.132
8/24/2022,23:44,5.643
8/24/2022,23:52,5.203
8/26/2022,0:00,6.316
8/26/2022,0:08,5.81
8/26/2022,0:16,5.306
8/26/2022,0:24,4.819
8/26/2022,0:32,4.383
8/26/2022,0:40,3.938
8/26/2022,0:48,3.678
8/26/2022,0:56,3.192
8/26/2022,1:04,3.077
8/26/2022,1:12,2.607
8/26/2022,1:20,2.299
8/26/2022,1:28,2.014
8/26/2022,1:36,1.846
8/26/2022,1:44,1.817
8/26/2022,1:52,2.097
8/26/2022,2:00,2.726
8/26/2022,2:08,3.622
8/26/2022,2:16,5.219
8/26/2022,2:24,6.867
8/26/2022,2:32,8.524
8/26/2022,2:40,9.757
8/26/2022,2:48,10.531
8/26/2022,2:56,11.261
8/26/2022,3:04,12.086
8/26/2022,3:12,13.062
8/26/2022,3:20,13.977
8/26/2022,3:28,14.914
8/26/2022,3:36,15.766
8/26/2022,3:44,16.566
8/26/2022,3:52,17.507
8/26/2022,4:00,18.222
8/26/2022,4:08,19.002
8/26/2022,4:16,19.673
8/26/2022,4:24,20.442
8/26/2022,4:32,21.031
8/26/2022,4:40,21.642
8/26/2022,4:48,22.211
8/26/2022,4:56,22.842
8/26/2022,5:04,23.463
8/26/2022,5:12,23.978
8/26/2022,5:20,24.453
8/26/2022,5:28,24.946
8/26/2022,5:36,25.449
8/26/2022,5:44,25.934
8/26/2022,5:52,26.312
8/26/2022,6:00,26.794
8/26/2022,6:08,27.203
8/26/2022,6:16,27.541
8/26/2022,6:24,27.847
8/26/2022,6:32,28.098
8/26/2022,6:40,28.277
8/26/2022,6:48,28.402
8/26/2022,6:56,28.449
8/26/2022,7:04,28.353
8/26/2022,7:12,28.197
8/26/2022,7:20,27.953
8/26/2022,7:28,27.619
8/26/2022,7:36,27.176
8/26/2022,7:44,26.727
8/26/2022,7:52,26.214
8/26/2022,8:00,25.646
8/26/2022,8:08,25.006
8/26/2022,8:16,24.259
8/26/2022,8:24,23.459
8/26/2022,8:32,22.616
8/26/2022,8:40,21.764
8/26/2022,8:48,20.935
8/26/2022,8:56,20.064
8/26/2022,9:04,19.193
8/26/2022,9:12,18.303
8/26/2022,9:20,17.406
8/26/2022,9:28,16.465
8/26/2022,9:36,15.633
8/26/2022,9:44,14.844
8/26/2022,9:52,14.182
8/26/2022,10:00,13.322
8/26/2022,10:08,12.442
8/26/2022,10:16,11.678
8/26/2022,10:24,10.891
8/26/2022,10:32,10.239
8/26/2022,10:40,9.542
8/26/2022,10:48,9.041
8/26/2022,10:56,8.445
8/26/2022,11:04,7.844
8/26/2022,11:12,7.29
8/26/2022,11:20,6.698
8/26/2022,11:28,6.287
8/26/2022,11:36,5.578
8/26/2022,11:44,5
8/26/2022,11:52,4.455
8/26/2022,12:00,3.822
