date,time,encounter,tide,group_size,calf_presence,behavior,n_minute,n_minute_group
8/26/2022,10:59:00,15e,Ebb,14,yes,Mill,0,0
8/26/2022,11:00:00,15e,Ebb,14,yes,Mill,3,0.214285714
8/26/2022,11:01:00,15e,Ebb,14,yes,Mill,5,0.357142857
8/26/2022,11:02:00,15e,Ebb,14,yes,Mill,3,0.214285714
8/26/2022,11:03:00,15e,Ebb,14,yes,Mill,15,1.071428571
8/26/2022,11:04:00,15e,Ebb,14,yes,Mill,10,0.714285714
8/26/2022,11:05:00,15e,Ebb,14,yes,Mill,14,1
8/26/2022,11:06:00,15e,Ebb,14,yes,Mill,15,1.071428571
8/26/2022,11:07:00,15e,Ebb,14,yes,Mill,17,1.214285714
8/26/2022,11:08:00,15e,Ebb,14,yes,Mill,16,1.142857143
8/26/2022,11:09:00,15e,Ebb,14,yes,Mill,13,0.928571429
8/26/2022,11:10:00,15e,Ebb,14,yes,Mill,9,0.642857143
8/26/2022,11:11:00,15e,Ebb,14,yes,Mill,14,1
8/26/2022,11:12:00,15e,Ebb,14,yes,Mill,8,0.571428571
8/26/2022,11:13:00,15e,Ebb,14,yes,Mill,13,0.928571429
8/26/2022,11:41:00,16a,Ebb,8,yes,Travel,1,0.125
8/26/2022,11:42:00,16a,Ebb,8,yes,Travel,0,0
8/26/2022,11:43:00,16a,Ebb,8,yes,Travel,3,0.375
8/26/2022,11:44:00,16a,Ebb,8,yes,Travel,0,0
8/26/2022,11:45:00,16a,Ebb,8,yes,Travel,0,0
8/26/2022,11:46:00,16a,Ebb,8,yes,Travel,0,0
8/26/2022,11:47:00,16a,Ebb,8,yes,Travel,0,0
8/26/2022,11:48:00,16a,Ebb,8,yes,Travel,1,0.125
8/26/2022,11:49:00,16a,Ebb,8,yes,Travel,0,0
8/26/2022,11:50:00,16a,Ebb,8,yes,Travel,0,0
8/26/2022,11:51:00,16a,Ebb,8,yes,Travel,0,0
8/26/2022,11:52:00,16a,Ebb,8,yes,Travel,0,0
8/26/2022,11:53:00,16a,Ebb,8,yes,Travel,0,0
8/26/2022,11:54:00,16a,Ebb,8,yes,Travel,0,0
8/26/2022,11:55:00,16a,Ebb,8,yes,Travel,0,0
8/26/2022,11:56:00,16a,Ebb,8,yes,Travel,0,0
8/26/2022,11:57:00,16a,Ebb,8,yes,Travel,0,0
8/26/2022,11:58:00,16a,Ebb,8,yes,Travel,0,0
8/26/2022,11:59:00,16a,Ebb,8,yes,Travel,0,0
8/26/2022,12:00:00,16a,Ebb,8,yes,Travel,2,0.25
8/26/2022,12:01:00,16a,Ebb,8,yes,Travel,2,0.25
8/26/2022,12:02:00,16b,Ebb,22,yes,Mill,0,0
8/26/2022,12:03:00,16b,Ebb,22,yes,Mill,2,0.090909091
8/26/2022,12:04:00,16b,Ebb,22,yes,Mill,2,0.090909091
8/26/2022,12:05:00,16b,Ebb,22,yes,Mill,2,0.090909091
8/26/2022,12:06:00,16b,Ebb,22,yes,Mill,2,0.090909091
8/26/2022,12:07:00,16b,Ebb,22,yes,Mill,0,0
8/26/2022,12:08:00,16b,Ebb,22,yes,Mill,0,0
8/26/2022,12:09:00,16b,Ebb,22,yes,Mill,0,0
8/26/2022,12:10:00,16b,Ebb,22,yes,Mill,0,0
8/26/2022,12:11:00,16b,Ebb,22,yes,Mill,0,0
8/26/2022,12:12:00,16b,Ebb,22,yes,Mill,0,0
8/26/2022,12:13:00,16b,Ebb,22,yes,Mill,0,0
8/26/2022,12:14:00,16b,Ebb,22,yes,Mill,2,0.090909091
8/26/2022,12:15:00,16b,Ebb,22,yes,Mill,0,0
8/26/2022,12:16:00,16b,Ebb,22,yes,Mill,0,0
8/26/2022,12:17:00,16b,Ebb,22,yes,Mill,0,0
8/26/2022,12:18:00,16b,Ebb,22,yes,Mill,0,0
8/26/2022,12:19:00,16b,Ebb,22,yes,Mill,0,0
8/26/2022,12:20:00,16b,Ebb,22,yes,Mill,0,0
8/26/2022,12:21:00,16b,Ebb,22,yes,Mill,0,0
8/26/2022,12:22:00,16b,Ebb,22,yes,Mill,0,0
8/26/2022,12:23:00,16c,Ebb,10,yes,Travel,0,0
8/26/2022,12:24:00,16c,Ebb,10,yes,Travel,0,0
8/26/2022,12:25:00,16c,Ebb,10,yes,Travel,0,0
8/26/2022,12:26:00,16c,Ebb,10,yes,Travel,0,0
8/26/2022,12:27:00,16c,Ebb,10,yes,Travel,0,0
8/26/2022,12:28:00,16c,Ebb,10,yes,Travel,0,0
8/26/2022,12:29:00,16c,Ebb,10,yes,Travel,0,0
8/26/2022,12:30:00,16c,Ebb,10,yes,Travel,0,0
8/26/2022,12:31:00,16c,Ebb,10,yes,Travel,0,0
8/26/2022,12:32:00,16c,Ebb,10,yes,Travel,0,0
8/26/2022,12:33:00,16c,Ebb,10,yes,Travel,0,0
8/26/2022,12:34:00,16c,Ebb,10,yes,Travel,0,0
8/26/2022,12:35:00,16c,Ebb,10,yes,Travel,0,0
8/26/2022,12:36:00,16c,Ebb,10,yes,Travel,0,0
8/26/2022,12:37:00,16c,Ebb,10,yes,Travel,0,0
8/26/2022,12:38:00,16c,Ebb,10,yes,Travel,0,0
8/26/2022,12:39:00,16c,Ebb,10,yes,Travel,0,0
8/26/2022,12:40:00,16c,Ebb,10,yes,Travel,0,0
8/26/2022,12:41:00,16c,Ebb,10,yes,Travel,0,0
8/26/2022,12:42:00,16c,Ebb,10,yes,Travel,0,0
8/26/2022,12:43:00,16c,Ebb,10,yes,Travel,0,0
8/26/2022,12:44:00,16c,Ebb,10,yes,Travel,0,0
8/26/2022,12:45:00,16c,Ebb,10,yes,Travel,0,0
8/26/2022,12:46:00,16c,Ebb,10,yes,Travel,0,0
8/26/2022,12:47:00,16c,Ebb,10,yes,Travel,0,0
8/26/2022,12:48:00,16c,Ebb,10,yes,Travel,0,0
8/26/2022,12:49:00,16c,Ebb,10,yes,Travel,0,0
8/26/2022,12:50:00,16c,Ebb,10,yes,Travel,0,0
8/26/2022,12:51:00,16c,Ebb,10,yes,Travel,0,0
8/31/2022,11:40:00,17,Ebb,2,no,Travel,0,0
8/31/2022,11:41:00,17,Ebb,2,no,Travel,0,0
8/31/2022,11:42:00,17,Ebb,2,no,Travel,0,0
8/31/2022,11:43:00,17,Ebb,2,no,Travel,0,0
8/31/2022,11:44:00,17,Ebb,2,no,Travel,0,0
8/31/2022,11:45:00,17,Ebb,2,no,Travel,0,0
8/31/2022,11:46:00,17,Ebb,2,no,Travel,0,0
8/31/2022,11:47:00,17,Ebb,2,no,Travel,0,0
8/31/2022,11:48:00,17,Ebb,2,no,Travel,0,0
8/31/2022,11:49:00,17,Ebb,2,no,Travel,0,0
8/31/2022,11:50:00,17,Ebb,2,no,Travel,0,0
8/31/2022,11:51:00,17,Ebb,2,no,Travel,0,0
8/31/2022,11:52:00,17,Ebb,2,no,Travel,0,0
8/31/2022,11:53:00,17,Ebb,2,no,Travel,0,0
8/31/2022,11:54:00,17,Ebb,2,no,Travel,0,0
8/31/2022,11:55:00,17,Ebb,2,no,Travel,0,0
8/31/2022,11:56:00,17,Ebb,2,no,Travel,0,0
8/31/2022,11:57:00,17,Ebb,2,no,Travel,0,0
8/31/2022,11:58:00,17,Ebb,2,no,Travel,0,0
8/31/2022,11:59:00,17,Ebb,2,no,Travel,0,0
8/31/2022,12:00:00,17,Ebb,2,no,Travel,0,0
8/31/2022,13:07:00,18,Ebb,2,no,Travel,0,0
8/31/2022,13:08:00,18,Ebb,2,no,Travel,0,0
8/31/2022,13:09:00,18,Ebb,2,no,Travel,0,0
8/31/2022,13:10:00,18,Ebb,2,no,Travel,0,0
8/31/2022,13:11:00,18,Ebb,2,no,Travel,0,0
8/31/2022,13:12:00,18,Ebb,2,no,Travel,0,0
8/31/2022,13:13:00,18,Ebb,2,no,Travel,0,0
8/31/2022,13:14:00,18,Ebb,2,no,Travel,0,0
8/31/2022,13:15:00,18,Ebb,2,no,Travel,0,0
8/31/2022,13:16:00,18,Ebb,2,no,Travel,0,0
8/31/2022,13:17:00,18,Ebb,2,no,Travel,0,0
8/31/2022,13:18:00,18,Ebb,2,no,Travel,0,0
8/31/2022,13:19:00,18,Ebb,2,no,Travel,0,0
8/31/2022,13:20:00,18,Ebb,2,no,Travel,0,0
8/31/2022,13:21:00,18,Ebb,2,no,Travel,0,0
8/31/2022,13:22:00,18,Ebb,2,no,Travel,0,0
8/31/2022,13:23:00,18,Ebb,2,no,Travel,0,0
8/31/2022,13:24:00,18,Ebb,2,no,Travel,0,0
8/31/2022,13:25:00,18,Ebb,2,no,Travel,0,0
8/31/2022,13:26:00,18,Ebb,2,no,Travel,0,0
8/31/2022,13:27:00,18,Ebb,2,no,Travel,0,0
8/31/2022,13:28:00,18,Ebb,2,no,Mill,0,0
8/31/2022,13:29:00,18,Ebb,2,no,Mill,0,0
8/31/2022,13:30:00,18,Ebb,2,no,Mill,0,0
8/31/2022,13:31:00,18,Ebb,2,no,Mill,0,0
8/31/2022,13:32:00,18,Ebb,2,no,Mill,0,0
8/31/2022,13:33:00,18,Ebb,2,no,Mill,0,0
8/31/2022,13:34:00,18,Ebb,2,no,Mill,0,0
8/31/2022,13:35:00,18,Ebb,2,no,Mill,0,0
8/31/2022,13:36:00,18,Ebb,2,no,Mill,0,0
8/31/2022,13:37:00,18,Ebb,2,no,Mill,0,0
8/31/2022,13:38:00,18,Ebb,2,no,Mill,0,0
8/31/2022,13:39:00,18,Ebb,2,no,Mill,0,0
8/31/2022,13:40:00,18,Ebb,2,no,Mill,0,0
8/31/2022,13:41:00,18,Ebb,2,no,Mill,0,0
8/31/2022,13:42:00,18,Ebb,2,no,Mill,0,0
8/31/2022,13:43:00,18,Ebb,2,no,Mill,0,0
8/31/2022,13:44:00,18,Ebb,2,no,Mill,0,0
8/31/2022,13:45:00,18,Ebb,2,no,Mill,0,0
8/31/2022,13:46:00,18,Ebb,2,no,Mill,0,0
8/31/2022,13:47:00,18,Ebb,2,no,Mill,0,0
8/31/2022,13:48:00,18,Ebb,2,no,Mill,0,0
8/31/2022,13:49:00,18,Ebb,2,no,Mill,0,0
8/31/2022,13:50:00,18,Ebb,2,no,Mill,0,0
8/31/2022,13:51:00,18,Ebb,2,no,Mill,0,0
8/31/2022,13:52:00,18,Ebb,2,no,Mill,0,0
8/31/2022,13:53:00,18,Ebb,2,no,Mill,0,0
8/31/2022,13:54:00,18,Ebb,2,no,Mill,0,0
8/31/2022,13:55:00,18,Ebb,2,no,Mill,0,0
8/31/2022,13:56:00,18,Ebb,2,no,Mill,0,0
8/31/2022,13:57:00,18,Ebb,2,no,Mill,0,0
8/31/2022,13:58:00,18,Ebb,2,no,Mill,0,0
8/31/2022,13:59:00,18,Ebb,2,no,Mill,0,0
8/31/2022,14:00:00,18,Ebb,2,no,Mill,0,0
8/31/2022,14:01:00,18,Ebb,2,no,Mill,0,0
8/31/2022,14:02:00,18,Ebb,2,no,Mill,0,0
8/31/2022,14:03:00,18,Ebb,2,no,Mill,0,0
8/31/2022,14:04:00,18,Ebb,2,no,Mill,0,0
8/31/2022,14:05:00,18,Ebb,2,no,Mill,0,0
8/31/2022,14:06:00,18,Ebb,2,no,Mill,0,0
8/31/2022,14:07:00,18,Ebb,2,no,Mill,0,0
8/31/2022,14:08:00,18,Ebb,2,no,Mill,0,0
8/31/2022,14:09:00,18,Ebb,2,no,Mill,0,0
8/31/2022,14:10:00,18,Ebb,2,no,Travel,0,0
8/31/2022,14:11:00,18,Ebb,2,no,Travel,0,0
8/31/2022,14:12:00,18,Ebb,2,no,Travel,0,0
8/31/2022,14:13:00,18,Ebb,2,no,Travel,0,0
8/31/2022,14:14:00,18,Ebb,2,no,Travel,0,0
8/31/2022,14:15:00,18,Ebb,2,no,Travel,0,0
8/31/2022,14:16:00,18,Ebb,2,no,Travel,0,0
8/31/2022,14:17:00,18,Ebb,2,no,Travel,0,0
8/31/2022,14:18:00,18,Ebb,2,no,Travel,0,0
8/31/2022,14:19:00,18,Ebb,2,no,Travel,0,0
8/31/2022,14:20:00,18,Ebb,2,no,Travel,0,0
8/31/2022,14:21:00,18,Ebb,2,no,Travel,0,0
8/31/2022,14:22:00,18,Ebb,2,no,Travel,0,0
8/31/2022,14:23:00,18,Ebb,2,no,Travel,0,0
8/31/2022,14:24:00,18,Ebb,2,no,Travel,0,0
8/31/2022,14:25:00,18,Ebb,2,no,Travel,1,0.5
8/31/2022,14:26:00,18,Ebb,2,no,Travel,0,0
8/31/2022,14:27:00,18,Ebb,2,no,Travel,0,0
8/31/2022,14:28:00,18,Ebb,2,no,Travel,0,0
8/31/2022,14:29:00,18,Ebb,2,no,Travel,0,0
8/31/2022,14:30:00,18,Ebb,2,no,Travel,0,0
9/1/2022,14:50:00,19,Ebb,2,no,Travel,0,0
9/10/2022,14:59:00,19,Ebb,2,no,Travel,0,0
9/11/2022,15:00:00,19,Ebb,2,no,Travel,0,0
9/12/2022,15:01:00,19,Ebb,2,no,Travel,0,0
9/13/2022,15:02:00,19,Ebb,2,no,Travel,0,0
9/14/2022,15:03:00,19,Ebb,2,no,Travel,0,0
9/15/2022,15:04:00,19,Ebb,2,no,Travel,0,0
9/16/2022,15:05:00,19,Ebb,2,no,Travel,0,0
9/17/2022,15:06:00,19,Ebb,2,no,Travel,0,0
9/18/2022,15:07:00,19,Ebb,2,no,Travel,0,0
9/19/2022,15:08:00,19,Ebb,2,no,Travel,0,0
9/2/2022,14:51:00,19,Ebb,2,no,Travel,0,0
9/20/2022,15:09:00,19,Ebb,2,no,Travel,0,0
9/21/2022,15:10:00,19,Ebb,2,no,Travel,0,0
9/3/2022,14:52:00,19,Ebb,2,no,Travel,0,0
9/4/2022,14:53:00,19,Ebb,2,no,Travel,0,0
9/5/2022,14:54:00,19,Ebb,2,no,Travel,0,0
9/6/2022,14:55:00,19,Ebb,2,no,Travel,0,0
9/7/2022,14:56:00,19,Ebb,2,no,Travel,0,0
9/8/2022,14:57:00,19,Ebb,2,no,Travel,0,0
9/9/2022,14:58:00,19,Ebb,2,no,Travel,0,0
9/7/2022,13:18:00,20a,Flood,8,no,Travel,0,0
9/7/2022,13:19:00,20a,Flood,8,no,Travel,0,0
9/7/2022,13:20:00,20a,Flood,8,no,Travel,0,0
9/7/2022,13:21:00,20a,Flood,8,no,Travel,0,0
9/7/2022,13:22:00,20a,Flood,8,no,Travel,0,0
9/7/2022,13:23:00,20a,Flood,8,no,Travel,0,0
9/7/2022,13:24:00,20a,Flood,8,no,Travel,0,0
9/7/2022,13:25:00,20a,Flood,8,no,Travel,0,0
9/7/2022,13:26:00,20a,Flood,8,no,Travel,0,0
9/7/2022,13:27:00,20a,Flood,8,no,Travel,0,0
9/7/2022,13:28:00,20a,Flood,8,no,Travel,0,0
9/7/2022,13:29:00,20a,Flood,8,no,Travel,0,0
9/7/2022,13:30:00,20a,Flood,8,no,Travel,0,0
9/7/2022,13:31:00,20a,Flood,8,no,Travel,0,0
9/7/2022,13:32:00,20a,Flood,8,no,Travel,0,0
9/7/2022,13:33:00,20a,Flood,8,no,Travel,0,0
9/7/2022,13:34:00,20a,Flood,8,no,Travel,0,0
9/7/2022,13:35:00,20a,Flood,8,no,Travel,0,0
9/7/2022,13:36:00,20a,Flood,8,no,Travel,0,0
9/7/2022,13:37:00,20a,Flood,8,no,Travel,0,0
9/7/2022,13:38:00,20a,Flood,8,no,Travel,0,0
9/7/2022,13:39:00,20b,Flood,24,yes,Travel,0,0
9/7/2022,13:40:00,20b,Flood,24,yes,Travel,0,0
9/7/2022,13:41:00,20b,Flood,24,yes,Travel,0,0
9/7/2022,13:42:00,20b,Flood,24,yes,Travel,0,0
9/7/2022,13:43:00,20b,Flood,24,yes,Travel,0,0
9/7/2022,13:44:00,20b,Flood,24,yes,Travel,0,0
9/7/2022,13:45:00,20b,Flood,24,yes,Travel,0,0
9/7/2022,13:46:00,20b,Flood,24,yes,Travel,0,0
9/7/2022,13:47:00,20b,Flood,24,yes,Travel,0,0
9/7/2022,13:48:00,20b,Flood,24,yes,Travel,0,0
9/7/2022,13:49:00,20b,Flood,24,yes,Travel,0,0
9/7/2022,13:50:00,20b,Flood,24,yes,Travel,0,0
9/7/2022,13:51:00,20b,Flood,24,yes,Travel,0,0
9/7/2022,13:52:00,20b,Flood,24,yes,Travel,0,0
9/7/2022,13:53:00,20b,Flood,24,yes,Travel,0,0
9/7/2022,13:54:00,20b,Flood,24,yes,Travel,0,0
9/7/2022,13:55:00,20b,Flood,24,yes,Travel,0,0
9/7/2022,13:56:00,20b,Flood,24,yes,Travel,0,0
9/7/2022,13:57:00,20b,Flood,24,yes,Travel,0,0
9/7/2022,13:58:00,20b,Flood,24,yes,Travel,0,0
9/7/2022,13:59:00,20b,Flood,24,yes,Travel,0,0
9/7/2022,14:00:00,20b,Flood,24,yes,Travel,0,0
9/7/2022,14:01:00,20b,Flood,24,yes,Travel,0,0
9/7/2022,14:02:00,20b,Flood,24,yes,Travel,0,0
9/7/2022,14:03:00,20b,Flood,24,yes,Travel,0,0
9/7/2022,14:04:00,20b,Flood,24,yes,Travel,0,0
9/7/2022,14:05:00,20b,Flood,24,yes,Travel,0,0
9/7/2022,14:06:00,20b,Flood,24,yes,Travel,0,0
9/7/2022,14:07:00,20b,Flood,24,yes,Travel,0,0
9/7/2022,14:08:00,20b,Flood,24,yes,Travel,0,0
9/7/2022,14:09:00,20b,Flood,24,yes,Travel,0,0
9/7/2022,14:10:00,20b,Flood,24,yes,Travel,0,0
9/7/2022,14:11:00,20b,Flood,24,yes,Travel,0,0
9/7/2022,14:12:00,20b,Flood,24,yes,Travel,0,0
9/7/2022,14:13:00,20b,Flood,24,yes,Travel,0,0
9/7/2022,14:14:00,20b,Flood,24,yes,Travel,0,0
9/7/2022,14:15:00,20b,Flood,24,yes,Travel,0,0
9/7/2022,14:16:00,20b,Flood,24,yes,Travel,4,0.166666667
9/7/2022,14:17:00,20b,Flood,24,yes,Travel,22,0.916666667
9/7/2022,14:18:00,20b,Flood,24,yes,Travel,29,1.208333333
9/7/2022,14:19:00,20b,Flood,24,yes,Travel,14,0.583333333
9/7/2022,14:20:00,20b,Flood,24,yes,Travel,23,0.958333333
9/8/2022,11:05:00,21a,Ebb,2,no,Mill,0,0
9/8/2022,11:06:00,21a,Ebb,2,no,Mill,0,0
9/8/2022,11:07:00,21a,Ebb,2,no,Mill,0,0
9/8/2022,11:08:00,21a,Ebb,2,no,Mill,0,0
9/8/2022,11:09:00,21a,Ebb,2,no,Mill,0,0
9/8/2022,11:10:00,21a,Ebb,2,no,Mill,0,0
9/8/2022,11:11:00,21a,Ebb,2,no,Mill,0,0
9/8/2022,11:12:00,21a,Ebb,2,no,Mill,0,0
9/8/2022,11:13:00,21a,Ebb,2,no,Mill,0,0
9/8/2022,11:14:00,21a,Ebb,2,no,Mill,0,0
9/8/2022,11:15:00,21a,Ebb,2,no,Mill,0,0
9/8/2022,11:16:00,21a,Ebb,2,no,Mill,0,0
9/8/2022,11:17:00,21a,Ebb,2,no,Mill,0,0
9/8/2022,11:18:00,21a,Ebb,2,no,Mill,0,0
9/8/2022,11:19:00,21a,Ebb,2,no,Mill,0,0
9/8/2022,11:20:00,21a,Ebb,2,no,Mill,0,0
9/8/2022,11:21:00,21a,Ebb,2,no,Mill,0,0
9/8/2022,11:22:00,21a,Ebb,2,no,Mill,0,0
9/8/2022,11:23:00,21a,Ebb,2,no,Mill,0,0
9/8/2022,11:24:00,21a,Ebb,2,no,Mill,0,0
9/8/2022,11:25:00,21a,Ebb,2,no,Mill,0,0
9/8/2022,11:26:00,21b,Ebb,3,yes,Mill,0,0
9/8/2022,11:27:00,21b,Ebb,3,yes,Mill,0,0
9/8/2022,11:28:00,21b,Ebb,3,yes,Mill,0,0
9/8/2022,11:29:00,21b,Ebb,3,yes,Mill,0,0
9/8/2022,11:30:00,21b,Ebb,3,yes,Mill,0,0
9/8/2022,11:31:00,21b,Ebb,3,yes,Mill,0,0
9/8/2022,11:32:00,21b,Ebb,3,yes,Mill,0,0
9/8/2022,11:33:00,21b,Ebb,3,yes,Mill,0,0
9/8/2022,11:34:00,21b,Ebb,3,yes,Mill,0,0
9/8/2022,11:35:00,21b,Ebb,3,yes,Mill,0,0
9/8/2022,11:36:00,21b,Ebb,3,yes,Mill,0,0
9/8/2022,11:37:00,21b,Ebb,3,yes,Mill,0,0
9/8/2022,11:38:00,21b,Ebb,3,yes,Mill,0,0
9/8/2022,11:39:00,21b,Ebb,3,yes,Mill,0,0
9/8/2022,11:40:00,21b,Ebb,3,yes,Mill,0,0
9/8/2022,11:41:00,21b,Ebb,3,yes,Mill,0,0
9/8/2022,11:42:00,21b,Ebb,3,yes,Mill,0,0
9/8/2022,11:43:00,21b,Ebb,3,yes,Mill,0,0
9/8/2022,11:44:00,21b,Ebb,3,yes,Mill,0,0
9/8/2022,11:45:00,21b,Ebb,3,yes,Mill,0,0
9/8/2022,11:46:00,21b,Ebb,3,yes,Mill,0,0
9/8/2022,11:47:00,21b,Ebb,3,yes,Mill,0,0
9/8/2022,11:48:00,21b,Ebb,3,yes,Mill,0,0
9/8/2022,11:49:00,21b,Ebb,3,yes,Mill,0,0
9/8/2022,11:50:00,21b,Ebb,3,yes,Mill,0,0
9/8/2022,11:51:00,21b,Ebb,3,yes,Mill,0,0
9/8/2022,11:52:00,21b,Ebb,3,yes,Mill,0,0
9/8/2022,11:53:00,21b,Ebb,3,yes,Mill,0,0
9/8/2022,11:54:00,21b,Ebb,3,yes,Mill,0,0
9/8/2022,11:55:00,21b,Ebb,3,yes,Mill,0,0
9/8/2022,11:56:00,21b,Ebb,3,yes,Mill,0,0
9/8/2022,11:57:00,21b,Ebb,3,yes,Mill,0,0
9/8/2022,11:58:00,21b,Ebb,3,yes,Mill,0,0
9/8/2022,11:59:00,21b,Ebb,3,yes,Mill,0,0
9/8/2022,12:00:00,21b,Ebb,3,yes,Mill,0,0
9/8/2022,12:01:00,21b,Ebb,3,yes,Mill,0,0
9/8/2022,12:02:00,21b,Ebb,3,yes,Mill,0,0
9/8/2022,12:03:00,21b,Ebb,3,yes,Mill,0,0
9/8/2022,12:04:00,21b,Ebb,3,yes,Mill,0,0
9/8/2022,12:05:00,21b,Ebb,3,yes,Mill,0,0
9/8/2022,12:06:00,21b,Ebb,3,yes,Mill,0,0
9/8/2022,12:07:00,21b,Ebb,3,yes,Mill,0,0
9/8/2022,12:08:00,21c,Ebb,2,yes,Mill,0,0
9/8/2022,12:09:00,21c,Ebb,2,yes,Mill,0,0
9/8/2022,12:10:00,21c,Ebb,2,yes,Mill,0,0
9/8/2022,12:11:00,21c,Ebb,2,yes,Mill,0,0
9/8/2022,12:12:00,21c,Ebb,2,yes,Mill,0,0
9/8/2022,12:13:00,21c,Ebb,2,yes,Mill,0,0
9/8/2022,12:14:00,21c,Ebb,2,yes,Mill,0,0
9/8/2022,12:15:00,21c,Ebb,2,yes,Mill,0,0
9/8/2022,12:16:00,21c,Ebb,2,yes,Mill,0,0
9/8/2022,12:17:00,21c,Ebb,2,yes,Mill,0,0
9/8/2022,12:18:00,21c,Ebb,2,yes,Mill,0,0
9/8/2022,12:19:00,21c,Ebb,2,yes,Mill,0,0
9/8/2022,12:20:00,21c,Ebb,2,yes,Mill,0,0
9/8/2022,12:21:00,21c,Ebb,2,yes,Mill,0,0
9/8/2022,12:22:00,21c,Ebb,2,yes,Mill,0,0
9/8/2022,12:23:00,21c,Ebb,2,yes,Mill,0,0
9/8/2022,12:24:00,21c,Ebb,2,yes,Mill,0,0
9/8/2022,12:25:00,21c,Ebb,2,yes,Mill,0,0
9/8/2022,12:26:00,21c,Ebb,2,yes,Mill,0,0
9/8/2022,12:27:00,21c,Ebb,2,yes,Mill,0,0
9/8/2022,12:28:00,21c,Ebb,2,yes,Mill,0,0
